,Assembly,bipar,error,fn,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs_x,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+,Unnamed: 29,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs_y,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp
373,G000508965,10069,0,0.0,3297,3174,34,genus,0.9,0.86,0.44,0.02,0.05,0.94,0.81,True,k__Bacteria (UID2372),131,177,106,100.0,2.83,0.0,3357599,0,37,37,253852,253852,90745,90745,800928,800928,40.49,4.76,90.27,11,3273,0,175,1,1,0,0,,37,32,20,19,18,15,3357599,3353356,3319660,3313479,3297896,3174585,37,800928,3357599,40.49,253852,143224,4,9,0.0
374,G000092565,10069,0,0.0,3731,3631,2,kingdom,1.0,0.97,0.0,0.0,0.0,0.99,0.96,True,k__Bacteria (UID2495),2993,140,85,96.47,0.0,0.0,4698134,0,2,2,4338762,4338762,2349067,2349067,4338762,4338762,35.02,0.08,75.39,11,3785,3,137,0,0,0,0,,2,2,2,2,2,2,4698134,4698134,4698134,4698134,4698134,4698134,2,4338762,4698134,35.02,4338762,4338762,1,1,0.0
375,G000437435,10069,0,0.0,2019,2007,17,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID1453),901,171,117,88.03,0.85,0.0,1952918,1765,18,44,215519,99297,108495,44344,375134,215519,30.54,2.18,90.93,11,2002,15,155,1,0,0,0,,18,15,13,12,12,8,1952918,1950973,1945819,1938992,1938992,1793750,18,375134,1952918,30.54,215519,189000,4,6,90.38
376,G001800985,10069,1,0.0001,3912,3812,6,kingdom,1.0,0.97,0.0,0.0,0.0,0.99,0.96,True,k__Bacteria (UID2569),434,277,185,100.0,0.0,0.0,4540244,23,6,7,1624343,1282204,756707,648603,1741453,1741453,42.81,0.45,90.4,11,3927,0,277,0,0,0,0,,6,6,6,6,6,6,4540244,4540244,4540244,4540244,4540244,4540244,6,1741453,4540244,42.81,1624343,493189,2,3,0.51
377,G000990055,10069,1,0.0001,759,756,45,kingdom,1.0,1.0,0.0,0.0,0.0,0.98,0.98,True,k__Bacteria (UID1452),924,151,101,50.03,0.0,0.0,678048,226,45,49,18531,17822,15067,13833,49116,49116,37.07,2.15,91.1,11,782,61,90,0,0,0,0,,45,45,45,26,5,0,678048,678048,678048,540209,191067,0,45,49116,678048,37.07,18531,11236,13,24,33.33
378,G001521855,10069,0,0.0,3100,3022,6,order,0.96,0.94,0.17,0.03,0.05,0.95,0.89,True,p__Cyanobacteria (UID2192),79,584,458,99.78,0.0,0.0,3298676,0,6,6,3025472,3025472,549779,549779,3025472,3025472,49.34,2.88,87.94,11,3144,1,583,0,0,0,0,,6,6,6,5,4,2,3298676,3298676,3298676,3290368,3274450,3189160,6,3025472,3298676,49.34,3025472,3025472,1,1,0.0
379,G001559035,10069,2,0.0002,1268,1241,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True,k__Bacteria (UID203),5449,104,58,98.28,5.8,100.0,1443410,0,1,1,1443410,1443410,1443410,1443410,1443410,1443410,38.24,0.0,81.37,11,1235,1,85,18,0,0,0,,1,1,1,1,1,1,1443410,1443410,1443410,1443410,1443410,1443410,1,1443410,1443410,38.24,1443410,1443410,1,1,0.0
380,G001795365,10069,0,0.0,3431,3370,1061,kingdom,1.0,0.98,0.0,0.0,0.0,0.89,0.88,True,c__Gammaproteobacteria (UID4761),52,693,297,66.32,1.86,6.67,2782668,44447,1062,1885,3172,2059,2620,1452,15425,9617,46.26,1.6,83.71,11,3352,223,455,15,0,0,0,,1062,1026,84,5,0,0,2782668,2751090,579141,65740,0,0,1062,15425,2782668,46.26,3172,1988,291,569,1597.28
381,G000247715,10069,3,0.0003,5227,5139,2,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True,o__Actinomycetales (UID1814),148,572,276,99.46,0.39,0.0,5844299,0,2,2,5669805,5669805,2922149,2922149,5669805,5669805,66.98,0.88,90.84,11,5245,2,568,2,0,0,0,,2,2,2,2,2,2,5844299,5844299,5844299,5844299,5844299,5844299,2,5669805,5844299,66.98,5669805,5669805,1,1,0.0
382,G000226625,10069,0,0.0,1526,1509,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,c__Betaproteobacteria (UID3959),235,408,203,99.51,0.0,0.0,1638559,0,1,1,1638559,1638559,1638559,1638559,1638559,1638559,38.31,0.0,93.26,11,1530,1,407,0,0,0,0,,1,1,1,1,1,1,1638559,1638559,1638559,1638559,1638559,1638559,1,1638559,1638559,38.31,1638559,1638559,1,1,0.37
383,G900100715,10069,0,0.0,2832,2792,19,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,p__Euryarchaeota (UID49),95,228,153,99.51,0.0,0.0,2947907,2536,20,22,321454,321454,147395,133880,548185,548185,40.27,4.53,87.34,11,2825,2,226,0,0,0,0,,20,20,16,16,16,13,2947907,2947907,2942102,2942102,2942102,2850600,20,548185,2947907,40.27,321454,127388,4,7,86.03
384,G000156175,10069,0,0.0,1572,1545,3,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.97,True,p__Actinobacteria (UID2112),31,211,124,99.19,0.0,0.0,1809497,5200,3,55,1465924,100054,603165,32805,1465924,133124,62.47,0.61,85.64,11,1553,1,210,0,0,0,0,,3,3,2,2,2,2,1809497,1809497,1804834,1804834,1804834,1804834,3,1465924,1809497,62.47,1465924,1465924,1,1,287.37
385,G900113925,10069,1,0.0001,3563,3319,149,class,0.97,0.91,0.15,0.04,0.07,0.9,0.82,True,c__Betaproteobacteria (UID3959),235,413,209,99.28,2.51,0.0,3801938,0,149,149,67426,67426,25516,25516,242296,242296,44.48,3.39,79.61,11,3669,2,400,11,0,0,0,,149,149,104,75,39,23,3801938,3801938,3684866,3470800,2904213,2378554,149,242296,3801938,44.48,67426,27024,16,37,0.0
386,G000007385,10069,0,0.0,4557,4499,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.96,True,c__Gammaproteobacteria (UID4202),67,481,276,99.82,0.0,0.0,4941439,0,1,1,4941439,4941439,4941439,4941439,4941439,4941439,63.69,0.0,84.81,11,4831,1,480,0,0,0,0,,1,1,1,1,1,1,4941439,4941439,4941439,4941439,4941439,4941439,1,4941439,4941439,63.69,4941439,4941439,1,1,0.0
387,G000416085,10069,1,0.0001,2840,2720,1,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True,f__Halobacteriaceae (UID84),60,359,235,86.78,3.48,16.67,2982938,218770,1,614,2982938,7318,2982938,4501,2982938,26609,64.06,0.0,75.7,11,3041,56,291,12,0,0,0,,1,1,1,1,1,1,2982938,2982938,2982938,2982938,2982938,2982938,1,2982938,2982938,64.06,2982938,2982938,1,1,7334.04
388,G001780145,10069,2,0.0002,925,884,43,kingdom,1.0,0.96,0.0,0.0,0.0,0.98,0.94,True,k__Bacteria (UID1452),924,151,101,69.31,2.64,0.0,821058,267,43,52,21541,20116,19094,15784,61769,52516,41.75,1.65,89.22,11,951,33,114,4,0,0,0,,43,43,43,31,9,2,821058,821058,821058,734440,343451,112836,43,61769,821058,41.75,21541,16829,12,24,32.52
389,G000006865,10069,3,0.0003,2402,2266,1,kingdom,1.0,0.94,0.0,0.0,0.0,0.86,0.81,True,o__Lactobacillales (UID543),294,472,265,100.0,0.0,0.0,2365589,0,1,1,2365589,2365589,2365589,2365589,2365589,2365589,35.33,0.0,86.24,11,2383,0,472,0,0,0,0,,1,1,1,1,1,1,2365589,2365589,2365589,2365589,2365589,2365589,1,2365589,2365589,35.33,2365589,2365589,1,1,0.0
390,G001603165,10069,0,0.0,2133,2116,139,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True,k__Bacteria (UID2495),2993,141,87,94.83,0.0,0.0,2309944,144,139,144,31229,31229,16618,16040,103826,103824,57.15,1.85,92.59,11,2129,6,135,0,0,0,0,,139,139,105,65,28,8,2309944,2309944,2210500,1909826,1331531,617020,139,103826,2309944,57.15,31229,13852,22,50,6.23
391,G000334955,10069,1,0.0001,1987,1948,21,family,0.97,0.95,0.4,0.02,0.04,0.96,0.91,True,c__Gammaproteobacteria (UID4201),1164,272,171,100.0,0.0,0.0,2123894,655,21,28,258000,215029,101137,75829,890688,368484,43.48,7.12,92.07,11,1980,0,272,0,0,0,0,,21,19,15,11,9,8,2123894,2122693,2110004,2084142,2050251,2013872,21,890688,2123894,43.48,258000,164640,2,5,30.84
392,G000401175,10069,0,0.0,2658,2647,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,c__Gammaproteobacteria (UID4761),52,693,297,100.0,0.17,0.0,2839759,0,1,1,2839759,2839759,2839759,2839759,2839759,2839759,47.04,0.0,92.45,11,2657,0,692,1,0,0,0,,1,1,1,1,1,1,2839759,2839759,2839759,2839759,2839759,2839759,1,2839759,2839759,47.04,2839759,2839759,1,1,0.0
393,G001783255,10069,0,0.0,1054,1015,134,kingdom,1.0,0.96,0.0,0.0,0.0,0.93,0.9,True,k__Bacteria (UID2495),2993,143,89,70.04,2.25,50.0,1022340,3332,134,194,11891,10596,7629,5252,48387,33735,32.5,1.7,85.93,11,1035,30,111,2,0,0,0,,134,131,73,32,6,0,1022340,1019509,877534,578377,202285,0,134,48387,1022340,32.5,11891,6802,27,55,325.92
394,G001458075,10069,0,0.0,2528,2513,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Gammaproteobacteria (UID4761),52,693,297,99.08,1.23,0.0,2740121,100,1,1,2740121,2740021,2740121,2740021,2740121,2740021,47.5,0.0,92.87,11,2529,5,683,5,0,0,0,,1,1,1,1,1,1,2740121,2740121,2740121,2740121,2740121,2740121,1,2740121,2740121,47.5,2740121,2740121,1,1,3.65
395,G001918475,10069,0,0.0,1664,1616,86,kingdom,0.99,0.97,0.0,0.0,0.0,0.96,0.93,True,k__Archaea (UID2),207,145,103,83.17,4.85,50.0,1451029,819,86,98,19771,19771,16872,14798,54564,54564,37.93,1.72,89.21,11,1727,24,115,6,0,0,0,,86,86,86,63,16,1,1451029,1451029,1451029,1249417,550996,54564,86,54564,1451029,37.93,19771,11903,24,49,56.44
396,G000020785,10069,4,0.0004,1631,1624,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID3060),138,338,246,100.0,0.0,0.0,1559514,0,1,1,1559514,1559514,1559514,1559514,1559514,1559514,34.85,0.0,95.12,11,1636,0,338,0,0,0,0,,1,1,1,1,1,1,1559514,1559514,1559514,1559514,1559514,1559514,1,1559514,1559514,34.85,1559514,1559514,1,1,0.0
397,G000300695,10069,1,0.0001,693,665,182,kingdom,1.0,0.96,0.0,0.0,0.0,0.96,0.92,True,k__Bacteria (UID2328),3167,123,73,94.52,0.0,0.0,597245,0,197,197,12309,12309,3031,3031,40778,40778,27.13,2.76,81.29,11,684,4,119,0,0,0,0,,197,77,32,19,5,0,597245,538893,443174,351705,148570,0,197,40778,597245,27.13,12309,4792,15,33,0.0
398,G000445105,10069,1,0.0001,5270,5131,110,order,0.95,0.93,0.2,0.03,0.05,0.91,0.84,True,o__Sphingomonadales (UID3310),26,569,293,100.0,2.22,0.0,5360246,0,110,110,155655,155655,48729,48729,324243,324243,63.01,2.34,89.96,11,5294,0,560,9,0,0,0,,110,101,62,52,40,32,5360246,5353593,5259530,5188545,4993501,4716709,110,324243,5360246,63.01,155655,93177,12,23,0.0
399,G001432305,10069,5,0.0005,3460,3435,4,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.98,True,o__Burkholderiales (UID4000),193,427,214,99.38,0.0,0.0,3632663,384,4,36,3629963,270257,908165,100896,3629963,637505,65.5,1.54,91.64,11,3435,2,425,0,0,0,0,,4,2,1,1,1,1,3632663,3631149,3629963,3629963,3629963,3629963,4,3629963,3632663,65.5,3629963,3629963,1,1,10.57
400,G000429045,10069,1,0.0001,4927,4890,55,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,o__Rhizobiales (UID3654),92,481,319,99.37,2.4,0.0,5245321,575,56,62,220202,198924,93666,84592,473686,380043,71.78,4.4,89.76,11,4885,3,469,9,0,0,0,,56,56,46,41,36,27,5245321,5245321,5221230,5180332,5104808,4791327,56,473686,5245321,71.78,220202,140657,9,16,10.96
401,G001263205,10069,8,0.0008,10574,10318,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.95,True,c__Deltaproteobacteria (UID3216),83,247,155,96.13,7.44,0.0,12191466,0,1,1,12191466,12191466,12191466,12191466,12191466,12191466,66.14,0.0,89.95,11,10701,6,230,9,1,1,0,,1,1,1,1,1,1,12191466,12191466,12191466,12191466,12191466,12191466,1,12191466,12191466,66.14,12191466,12191466,1,1,0.0
402,G000497755,10069,1,0.0001,4094,4067,70,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,o__Rhizobiales (UID3450),238,513,244,98.98,2.19,0.0,4143240,13,73,73,191172,191172,56756,56756,471124,471124,64.38,1.75,90.16,11,4072,3,504,4,2,0,0,,73,70,64,54,29,20,4143240,4141951,4125592,4051487,3617861,3308572,73,471124,4143240,64.38,191172,64384,7,17,0.31
403,G001888885,10069,0,0.0,8687,8335,3,genus,0.94,0.9,0.02,0.07,0.14,0.83,0.75,True,o__Actinomycetales (UID1696),455,315,190,99.47,2.11,33.33,9560682,54885,4,112,7834366,435838,2390170,84873,7834366,1223176,72.2,0.89,83.54,11,8713,1,308,6,0,0,0,,4,3,3,3,2,2,9560682,9560206,9560206,9560206,9545067,9545067,4,7834366,9560682,72.2,7834366,7834366,1,1,574.07
404,G900114835,10069,3,0.0003,2928,2878,17,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,p__Euryarchaeota (UID49),95,228,153,99.84,0.65,0.0,3107200,1301,18,20,468684,388311,172622,155294,1112953,1112953,42.58,3.83,88.06,11,2922,1,226,1,0,0,0,,18,18,14,11,9,8,3107200,3107200,3099165,3078396,3054536,3023942,18,1112953,3107200,42.58,468684,373330,2,4,41.87
405,G001796415,10069,1,0.0001,1718,1503,199,phylum,0.86,0.75,0.21,0.32,0.98,0.57,0.43,True,k__Bacteria (UID1452),924,151,101,51.32,0.0,0.0,1678903,50932,199,665,8902,5483,8436,2448,33654,33530,46.43,2.56,78.52,11,1685,61,90,0,0,0,0,,199,199,187,39,3,0,1678903,1678903,1622680,580069,92318,0,199,33654,1678903,46.43,8902,6313,67,123,3033.65
406,G001431485,10069,0,0.0,3097,3052,98,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True,f__Xanthomonadaceae (UID4214),55,659,290,98.72,0.76,66.67,3374112,0,99,99,85121,85121,34081,34081,190491,190491,65.89,3.64,89.55,11,3077,8,648,3,0,0,0,,99,70,56,51,35,27,3374112,3353931,3327532,3296141,3034053,2726721,99,190491,3374112,65.89,85121,57875,13,24,0.0
407,G000989435,10069,0,0.0,1111,1102,37,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,k__Bacteria (UID1452),924,151,101,58.25,1.98,0.0,1022173,148,37,41,45427,41997,27626,24927,122115,122115,31.68,1.67,86.81,11,1081,50,98,3,0,0,0,,37,37,37,28,14,7,1022173,1022173,1022173,958101,729320,470397,37,122115,1022173,31.68,45427,21790,8,16,14.48
408,G000689195,10069,1,0.0001,4200,4155,187,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,o__Burkholderiales (UID4000),193,427,214,98.49,0.62,100.0,4592824,0,188,188,43860,43860,24429,24429,146914,146914,69.95,3.26,92.38,11,4159,8,417,2,0,0,0,,188,170,139,113,72,27,4592824,4580086,4502091,4309979,3620008,1989092,188,146914,4592824,69.95,43860,28933,34,66,0.0
409,G001791655,10069,5,0.0005,761,728,47,kingdom,1.0,0.96,0.0,0.0,0.0,0.94,0.9,True,k__Bacteria (UID1452),924,151,101,62.38,0.0,0.0,769820,4050,47,99,20017,14245,16379,7735,56048,42258,40.77,1.23,85.52,11,742,44,107,0,0,0,0,,47,47,47,32,6,1,769820,769820,769820,666162,233697,56048,47,56048,769820,40.77,20017,12922,13,25,526.1
410,G000161935,10069,1,0.0001,1758,1709,12,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.95,True,o__Lactobacillales (UID355),490,334,183,100.0,0.0,0.0,1725829,21025,12,35,386829,97725,143819,48708,601721,281128,41.32,3.59,88.15,11,1714,0,334,0,0,0,0,,12,9,7,6,6,6,1725829,1723696,1720443,1715042,1715042,1715042,12,601721,1725829,41.32,386829,212865,2,4,1218.26
411,G001644275,10069,18,0.0018,2487,2095,200,phylum,0.87,0.73,0.05,0.62,2.94,0.49,0.36,True,k__Bacteria (UID1452),924,151,101,47.75,0.0,0.0,2503189,0,200,200,19703,19703,12515,12515,85609,85609,64.44,1.83,88.4,11,2504,81,70,0,0,0,0,,200,200,144,88,23,3,2503189,2503189,2316795,1907946,866728,198235,200,85609,2503189,64.44,19703,10375,41,85,0.0
412,G900115215,10069,0,0.0,3073,3000,32,genus,0.94,0.91,0.06,0.18,0.44,0.88,0.81,True,f__Lachnospiraceae (UID1286),57,420,207,99.52,0.64,0.0,3371868,0,32,32,258251,258251,105370,105370,636822,636822,38.84,2.89,91.52,11,3053,1,417,2,0,0,0,,32,32,26,25,19,15,3371868,3371868,3361614,3353633,3239122,3059182,32,636822,3371868,38.84,258251,111088,4,9,0.0
413,G001044505,10069,0,0.0,1366,1215,97,order,0.7,0.62,0.35,0.04,0.08,0.65,0.4,True,k__Bacteria (UID203),5449,104,58,18.97,0.0,0.0,1404272,0,97,97,20330,20330,14477,14477,66004,66004,49.39,3.66,87.4,11,1376,87,17,0,0,0,0,,97,97,78,51,16,2,1404272,1404272,1338863,1140480,594609,122917,97,66004,1404272,49.39,20330,11528,21,44,0.0
414,G000471965,10069,0,0.0,598,594,2,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID2565),2921,143,85,97.65,0.0,0.0,626626,0,2,2,622952,622952,313313,313313,622952,622952,26.05,3.85,94.57,11,596,2,141,0,0,0,0,,2,2,1,1,1,1,626626,626626,622952,622952,622952,622952,2,622952,626626,26.05,622952,622952,1,1,0.0
415,G000797445,10069,0,0.0,3586,3552,46,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,s__algicola (UID2846),47,571,303,99.59,2.72,92.86,4017534,0,46,46,181212,181212,87337,87337,370178,370178,32.18,3.88,88.2,11,3581,2,555,14,0,0,0,,46,46,34,32,26,21,4017534,4017534,3999686,3983116,3894620,3708784,46,370178,4017534,32.18,181212,130314,8,14,0.0
416,G000998105,10069,2,0.0002,1014,995,34,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,k__Bacteria (UID1452),924,151,101,61.79,0.0,0.0,942035,3,34,34,34323,34323,27706,27706,94081,94081,43.94,1.66,91.44,11,1051,44,107,0,0,0,0,,34,34,34,28,11,6,942035,942035,942035,898231,585884,441581,34,94081,942035,43.94,34323,21267,7,17,0.32
417,G000967305,10069,1,0.0001,3802,3767,2,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Betaproteobacteria (UID3959),235,419,211,100.0,0.41,0.0,4248684,1,2,2,4233756,4233755,2124342,2124341,4233756,4233755,56.83,1.41,89.38,11,3832,0,415,4,0,0,0,,2,2,2,2,1,1,4248684,4248684,4248684,4248684,4233756,4233756,2,4233756,4248684,56.83,4233756,4233756,1,1,0.02
418,G000980755,10069,2,0.0002,1448,1298,162,phylum,0.84,0.75,0.34,0.04,0.08,0.81,0.61,True,k__Bacteria (UID203),5449,104,58,48.88,1.72,100.0,1286841,116706,164,467,9613,3109,7846,2505,26058,10624,33.71,1.75,74.8,11,1487,54,49,1,0,0,0,,164,164,109,41,1,0,1286841,1286841,1074456,566349,26058,0,164,26058,1286841,33.71,9613,6377,49,90,9069.19
419,G000282595,10069,2,0.0002,4809,4786,41,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,c__Alphaproteobacteria (UID3305),564,349,230,100.0,0.87,100.0,4997302,0,41,41,257533,257533,121885,121885,811600,811600,52.98,1.86,90.3,11,4852,0,348,0,1,0,0,,41,39,34,31,27,25,4997302,4995907,4986765,4966509,4894338,4834935,41,811600,4997302,52.98,257533,133672,6,13,0.0
420,G000007705,10069,1,0.0001,4325,4288,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Betaproteobacteria (UID3888),323,387,234,99.04,0.45,0.0,4751080,0,1,1,4751080,4751080,4751080,4751080,4751080,4751080,64.83,0.0,88.45,11,4298,3,382,2,0,0,0,,1,1,1,1,1,1,4751080,4751080,4751080,4751080,4751080,4751080,1,4751080,4751080,64.83,4751080,4751080,1,1,0.0
421,G001756595,10069,1,0.0001,4104,3713,272,order,0.92,0.83,0.28,0.03,0.06,0.92,0.77,True,p__Proteobacteria (UID3882),1493,258,161,99.34,1.86,0.0,3793418,0,277,277,32632,32632,13694,13694,155963,155963,53.17,3.97,89.21,11,4136,2,254,1,1,0,0,,277,239,150,106,53,15,3793418,3769266,3529487,3220732,2364754,1028867,277,155963,3793418,53.17,32632,15575,38,78,0.0
422,G000733515,10069,0,0.0,4751,4538,3,family,0.99,0.94,0.05,0.02,0.04,0.94,0.88,True,f__Paenibacillaceae (UID971),46,481,186,99.73,0.81,50.0,5272435,0,3,3,3162224,3162224,1757478,1757478,3162224,3162224,41.28,0.32,84.03,11,4592,1,478,2,0,0,0,,3,3,3,3,3,3,5272435,5272435,5272435,5272435,5272435,5272435,3,3162224,5272435,41.28,3162224,1376691,1,2,0.0
423,G000309585,10069,0,0.0,3293,3158,75,kingdom,1.0,0.96,0.0,0.0,0.0,0.93,0.89,True,g__Lactobacillus (UID436),31,586,184,99.25,0.0,0.0,3215878,8,75,75,84732,84732,42878,42878,362642,362642,46.19,3.26,84.41,11,3328,4,582,0,0,0,0,,75,74,61,51,37,23,3215878,3214897,3171205,3096065,2858771,2391992,75,362642,3215878,46.19,84732,44573,11,24,8.05
424,G000430745,10069,5,0.0005,4334,4277,69,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Bacilli (UID257),764,275,151,99.34,0.88,0.0,4171218,3959,69,84,145124,113394,60452,49610,584490,584490,41.39,2.97,85.89,11,4312,1,272,2,0,0,0,,69,69,57,47,31,20,4171218,4171218,4141497,4071582,3807151,3404958,69,584490,4171218,41.39,145124,83324,8,16,94.91
425,G000224335,10069,6,0.0006,3061,3029,70,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,s__algicola (UID2846),47,571,303,99.34,0.07,0.0,3279329,0,70,70,112341,112341,46847,46847,377019,377019,33.77,2.34,88.51,11,3046,2,568,1,0,0,0,,70,61,47,41,33,24,3279329,3273657,3245134,3203120,3066894,2741717,70,377019,3279329,33.77,112341,57036,9,19,0.0
426,G000445145,10069,2,0.0002,4793,4667,92,genus,0.92,0.89,0.18,0.18,0.44,0.89,0.79,True,o__Sphingomonadales (UID3310),26,569,293,99.59,2.05,0.0,4848286,0,92,92,169764,169764,52698,52698,377798,377798,63.55,2.59,89.35,11,4779,2,561,6,0,0,0,,92,82,63,58,43,29,4848286,4841083,4785670,4747523,4507891,4068640,92,377798,4848286,63.55,169764,70521,11,22,0.25
427,G001656285,10069,0,0.0,1811,1774,119,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True,o__Pseudomonadales (UID4679),87,672,363,98.44,0.6,33.33,1878412,0,120,120,30531,30531,15653,15653,70753,70753,41.52,2.79,86.38,11,1792,8,661,3,0,0,0,,120,109,84,59,25,5,1878412,1869621,1809763,1627253,1031978,289530,120,70753,1878412,41.52,30531,16650,22,44,0.0
428,G001438695,10069,1,0.0001,1549,1533,45,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,o__Lactobacillales (UID374),471,350,191,98.52,0.0,0.0,1484857,13170,45,91,102024,77208,32996,16172,216029,212782,44.56,4.05,86.79,11,1519,4,346,0,0,0,0,,45,33,21,20,15,13,1484857,1480201,1453260,1447971,1377398,1306513,45,216029,1484857,44.56,102024,68389,6,10,886.95
429,G001000675,10069,0,0.0,941,910,5,kingdom,1.0,0.96,0.0,0.0,0.0,0.94,0.9,True,k__Bacteria (UID1453),901,171,117,58.95,0.85,0.0,922656,15,5,6,560808,167186,184531,153773,560808,400123,43.5,0.68,88.21,11,940,56,114,1,0,0,0,,5,5,5,5,4,3,922656,922656,922656,922656,905193,860478,5,560808,922656,43.5,560808,167186,1,2,1.63
430,G000722915,10069,0,0.0,1709,1632,117,genus,0.96,0.92,0.42,0.26,0.62,0.95,0.87,True,k__Archaea (UID2),207,145,103,84.47,0.24,0.0,1296717,3225,119,171,33733,28174,10896,7564,111482,111482,34.21,1.62,87.84,11,1764,30,114,1,0,0,0,,119,86,50,33,15,4,1296717,1279509,1198019,1069778,753797,346681,119,111482,1296717,34.21,33733,15574,12,26,248.7
431,G000245655,10069,1,0.0001,2499,2410,107,kingdom,1.0,0.96,0.0,0.0,0.0,0.96,0.93,True,g__Staphylococcus (UID294),60,773,178,99.81,0.0,0.0,2480412,0,108,108,51219,51219,22966,22966,181417,181417,31.87,4.17,82.97,11,2452,1,772,0,0,0,0,,108,98,69,56,35,16,2480412,2472724,2394427,2303030,1948165,1286503,108,181417,2480412,31.87,51219,29075,16,32,0.0
432,G000407165,10069,5,0.0005,3251,3209,2,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,o__Lactobacillales (UID544),293,475,267,100.0,1.44,0.0,3581919,3153,2,3,2345301,2147838,1790959,1192922,2345301,2147838,35.73,0.2,85.86,11,3207,0,470,5,0,0,0,,2,2,2,2,2,2,3581919,3581919,3581919,3581919,3581919,3581919,2,2345301,3581919,35.73,2345301,1236618,1,2,88.03
433,G000382265,10069,6,0.0006,3721,3701,44,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.99,True,f__Rhodobacteraceae (UID3356),67,615,329,99.29,0.0,0.0,3721596,3514,45,49,202901,202901,82702,75879,319470,319470,61.85,3.32,91.37,11,3727,3,612,0,0,0,0,,45,45,39,36,25,21,3721596,3721596,3707326,3686173,3482673,3348729,45,319470,3721596,61.85,202901,105786,8,14,94.42
434,G001574555,10069,3,0.0003,2101,2073,96,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True,o__Thiotrichales (UID4410),43,675,243,99.82,0.0,0.0,1856343,258,96,99,28119,28119,19336,18748,88077,88077,32.34,1.94,87.8,11,2095,3,672,0,0,0,0,,96,94,81,61,28,4,1856343,1854726,1809903,1655107,1079504,253267,96,88077,1856343,32.34,28119,18173,23,43,13.9
